N_EXPEDIENT,CODI_DISTRICTE,DISTRICTE,CODI_BARRI,BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,NUMERO_REGISTRE_GENERALITAT,NUMERO_PLACES,LONGITUD_X,LATITUD_Y,
10-2011-0412,10,SANT MARTI,68,el Poblenou,Carrer,VENERO,2,8,,,,,,,BJ,1,HUTB-001460,8,2.200687562,41.39970211,
02-2011-0889,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,A,1,1,HUTB-003372,4,2.16019118,41.37638493,
02-2011-0890,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,B,1,1,HUTB-003373,7,2.16019118,41.37638493,
02-2011-0891,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,A,1,2,HUTB-003374,4,2.16019118,41.37638493,
02-2011-0892,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,B,1,2,HUTB-016884,7,2.16019118,41.37638493,
02-2011-0893,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,A,2,1,HUTB-003375,4,2.16019118,41.37638493,
02-2011-0894,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,B,2,1,HUTB-003376,7,2.16019118,41.37638493,
02-2011-0895,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,A,2,2,HUTB-003377,4,2.16019118,41.37638493,
02-2011-0896,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,B,2,2,HUTB-003378,7,2.16019118,41.37638493,
02-2011-0897,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,A,3,1,HUTB-003379,4,2.16019118,41.37638493,
02-2011-0898,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,B,3,1,HUTB-003380,7,2.16019118,41.37638493,
06-2012-0019,6,GRACIA,31,la Vila de Gràcia,Carrer,SANT JOAQUIM,1,19,,21,,,,,BJ,5,HUTB-002217,7,2.154724778,41.39928273,
06-2012-0020,6,GRACIA,31,la Vila de Gràcia,Carrer,SANT JOAQUIM,1,19,,21,,,,,BJ,4,HUTB-002218,7,2.154724778,41.39928273,
10-2011-0532,10,SANT MARTI,68,el Poblenou,Carrer,FERROCARRIL,1,27,,,,,,,1,2,HUTB-000172,4,2.205967248,41.39695923,
04-2011-0269,4,LES CORTS,19,les Corts,Carrer,EQUADOR,1,31,,,,,,,3,3,HUTB-000091,4,2.139646922,41.3833622,
04-2011-0270,4,LES CORTS,19,les Corts,Carrer,EQUADOR,1,31,,,,,,,3,2,HUTB-000092,4,2.139646922,41.3833622,
04-2011-0271,4,LES CORTS,19,les Corts,Carrer,EQUADOR,1,31,,,,,,,3,1,HUTB-000093,4,2.139646922,41.3833622,
04-2011-0272,4,LES CORTS,19,les Corts,Carrer,EQUADOR,1,31,,,,,,,4,2,HUTB-000094,4,2.139646922,41.3833622,
04-2011-0273,4,LES CORTS,19,les Corts,Carrer,EQUADOR,1,31,,,,,,,5,2,HUTB-000095,6,2.139646922,41.3833622,
06-2011-0260,6,GRACIA,31,la Vila de Gràcia,Carrer,TORRENT DE L'OLLA,2,176,,,,,,,4,1,HUTB-001204,5,2.153853448,41.40242671,
02-2011-0899,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,A,3,2,HUTB-003382,4,2.16019118,41.37638493,
02-2011-0900,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,B,3,2,HUTB-003381,7,2.16019118,41.37638493,
02-2011-0901,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,A,4,1,HUTB-003383,4,2.16019118,41.37638493,
02-2011-0902,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,B,4,1,HUTB-003384,7,2.16019118,41.37638493,
02-2011-0903,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,A,4,2,HUTB-003385,4,2.16019118,41.37638493,
02-2011-0904,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,B,4,2,HUTB-003386,7,2.16019118,41.37638493,
06-2012-0198,6,GRACIA,31,la Vila de Gràcia,Carrer,SANT PERE MARTIR,2,4,,,,,,,1,2,HUTB-002289,6,2.15714216,41.396762,
02-2012-0549,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROSSELLO,2,322,,,,,,,PR,2A,HUTB-002041,4,2.167928387,41.40012812,
06-2012-0252,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,ROMANS,1,1,,,,,,,1,2,HUTB-002021,10,2.162936825,41.40524277,
07-2012-0126,7,HORTA-GUINARDÓ,37,el Carmel,Carrer,CALDERON DE LA BARCA,2,112,,114,,,,,1,1,HUTB-002894,7,2.155933822,41.41787073,
02-2012-0353,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,UNIVERSITAT,1,13,,,,,,,2,1,HUTB-001251,7,2.164685388,41.38466267,
02-2012-0354,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,UNIVERSITAT,1,13,,,,,,,1,2,HUTB-001252,6,2.164685388,41.38466267,
02-2012-0355,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,UNIVERSITAT,1,13,,,,,,,1,1,HUTB-001253,7,2.164685388,41.38466267,
02-2012-0356,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,UNIVERSITAT,1,13,,,,,,,PR,2,HUTB-001254,5,2.164685388,41.38466267,
02-2012-0357,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,UNIVERSITAT,1,13,,,,,,,PR,1,HUTB-001255,7,2.164685388,41.38466267,
05-2012-0248,5,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Avinguda,DIAGONAL,2,572,,,,,,,PR,1A,HUTB-003072,11,2.147632944,41.39220114,
05-2012-0249,5,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Avinguda,DIAGONAL,2,572,,,,,,,2,1B,HUTB-003219,8,2.147632944,41.39220114,
01-2012-0203,1,CIUTAT VELLA,4,Sant Pere, Santa Caterina i la Ribera,Carrer,PORTAL NOU,1,35,,,,,,,3,2,HUTB-002786,3,2.179650939,41.38723495
02-2012-0666,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,DIPUTACIO,2,160,,,,,,,3,1,HUTB-003208,15,2.156931334,41.3816282,
02-2012-0713,2,L'EIXAMPLE,10,Sant Antoni,Ronda,SANT PAU,1,1,,,,,,,3,1,HUTB-002242,9,2.166184719,41.37347167,
02-2012-0714,2,L'EIXAMPLE,10,Sant Antoni,Ronda,SANT PAU,1,1,,,,,,,4,1,HUTB-002243,9,2.166184719,41.37347167,
09-2012-0119,9,SANT ANDREU,61,la Sagrera,Carrer,PACIFIC,1,23,,27,,,,,1,5,HUTB-002541,9,2.188496127,41.42403875,
09-2012-0121,9,SANT ANDREU,61,la Sagrera,Carrer,PACIFIC,1,23,,27,,,,,1,1,HUTB-002542,7,2.188496127,41.42403875,
09-2012-0123,9,SANT ANDREU,61,la Sagrera,Carrer,PACIFIC,1,23,,27,,,,,BJ,2,HUTB-002543,6,2.188496127,41.42403875,
02-2012-0518,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,VALENCIA,2,482,,,,,,,3,4,HUTB-001372,10,2.177423875,41.40213011,
10-2012-0163,10,SANT MARTI,68,el Poblenou,Carrer,TAULAT,1,1,,,,,,,4,2,HUTB-001811,4,2.199811542,41.39310106,
02-2012-0454,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,2,380,,382,,,,,1,6,HUTB-002047,4,2.17142913,41.40275375,
02-2012-0456,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,2,380,,382,,,,,1,7,HUTB-002048,5,2.17142913,41.40275375,
02-2012-0457,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,2,380,,382,,,,,2,1,HUTB-002049,6,2.17142913,41.40275375,
02-2012-0459,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,2,380,,382,,,,,2,3,HUTB-002050,6,2.17142913,41.40275375,
10-2012-0194,10,SANT MARTI,68,el Poblenou,Carrer,FERROCARRIL,1,27,,,,,,,4,7,HUTB-000175,10,2.205967248,41.39695923,
10-2012-0195,10,SANT MARTI,68,el Poblenou,Carrer,FERROCARRIL,1,27,,,,,,,4,5,HUTB-000176,6,2.205967248,41.39695923,
10-2012-0196,10,SANT MARTI,68,el Poblenou,Carrer,FERROCARRIL,1,27,,,,,,,4,3,HUTB-000177,4,2.205967248,41.39695923,
10-2012-0197,10,SANT MARTI,68,el Poblenou,Carrer,FERROCARRIL,1,27,,,,,,,4,6,HUTB-000178,5,2.205967248,41.39695923,
05-2012-0130,5,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Avinguda,DIAGONAL,2,506,,,,,,,7,1B,HUTB-003071,8,2.152853835,41.39352784,
02-2012-0550,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,2,66,,,,,,,1,1,HUTB-003825,8,2.157884423,41.38694491,
07-2012-0127,7,HORTA-GUINARDÓ,37,el Carmel,Carrer,CALDERON DE LA BARCA,2,112,,114,,,,,1,2,HUTB-002895,4,2.155933822,41.41787073,
06-2012-0074,6,GRACIA,28,Vallcarca i els Penitents,Carrer,REPARTIDOR,2,26,,,,,,,2,2,HUTB-001636,8,2.147744135,41.40947984,
06-2012-0157,6,GRACIA,31,la Vila de Gràcia,Carrer,CIUDAD REAL,2,24,,,,,,,5,2,HUTB-003332,2,2.158215778,41.40175914,
02-2012-0434,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,2,50,,,,,,,6,1A,HUTB-000446,8,2.164535005,41.39014384,
02-2012-0435,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,2,50,,,,,,,6,1B,HUTB-000447,5,2.164535005,41.39014384,
03-2012-0146,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,POETA CABANYES,2,60,,,,,,,BJ,1,HUTB-002772,13,2.163391727,41.37058711,
10-2012-0223,10,SANT MARTI,68,el Poblenou,Carrer,RAMON TURRO,2,226,,,,,,,5,3,HUTB-002886,5,2.202905983,41.39870426,
02-2012-0489,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,AUSIAS MARC,2,146,,,,,,,BJ,1,HUTB-003896,10,2.183365973,41.39598237,
02-2012-0490,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,AUSIAS MARC,2,146,,,,,,,1,2,HUTB-003897,6,2.183365973,41.39598237,
02-2012-0492,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,AUSIAS MARC,2,146,,,,,,,2,3,HUTB-003899,5,2.183365973,41.39598237,
02-2012-0493,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,AUSIAS MARC,2,146,,,,,,,3,3,HUTB-003900,5,2.183365973,41.39598237,
02-2012-0645,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,RIBES,1,63,,,,,,,PR,1,HUTB-001645,3,2.182704282,41.39760145,
02-2012-0488,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Avinguda,DIAGONAL,1,317,,,,,,,3,2,HUTB-003040,5,2.170342261,41.39742247,
03-2012-0179,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,RICART,2,22,,,,,,,3,11,HUTB-001647,5,2.156893383,41.37196755,
02-2012-0646,2,L'EIXAMPLE,10,Sant Antoni,Avinguda,PARAL.LEL,2,120,,122,,,,,7,D,HUTB-002619,13,2.161432049,41.3733288,
02-2012-0606,2,L'EIXAMPLE,10,Sant Antoni,Gran Via,CORTS CATALANES,2,476,,,,,,,3,1,HUTB-003597,14,2.154758492,41.37791784,
07-2012-0019,7,HORTA-GUINARDÓ,35,el Guinardó,Passatge,FLAUGIER,1,39,,,,,,,BJ,3,HUTB-000186,11,2.175238356,41.41405273,
07-2012-0020,7,HORTA-GUINARDÓ,35,el Guinardó,Passatge,FLAUGIER,1,39,,,,,,,1,2,HUTB-000187,4,2.175238356,41.41405273,
10-2012-0045,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Passeig,GARCIA FARIA,1,73,,75,,,,,22,2,HUTB-000300,16,2.214219692,41.40312153,
02-2012-0445,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,VALENCIA,1,127,,,,,,,5,2,HUTB-001328,9,2.15423957,41.38498481,
02-2012-0461,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,2,380,,382,,,,,2,5,HUTB-002051,4,2.17142913,41.40275375,
02-2012-0462,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,2,380,,382,,,,,2,6,HUTB-002052,4,2.17142913,41.40275375,
02-2012-0463,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,2,380,,382,,,,,2,7,HUTB-002053,6,2.17142913,41.40275375,
02-2012-0464,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,2,380,,382,,,,,3,1,HUTB-002054,11,2.17142913,41.40275375,
02-2012-0465,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,2,380,,382,,,,,3,2,HUTB-002055,6,2.17142913,41.40275375,
02-2012-0643,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CORSEGA,1,267,,,,,,A,2,1,HUTB-003519,4,2.154289427,41.39183793,
02-2012-0408,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,PROVENÇA,1,379,,,,,,,3,3,HUTB-002829,8,2.169942539,41.40020899,
02-2012-0656,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,2,136,,138,,,,A,7,2,HUTB-003242,7,2.153570705,41.38677826,
02-2012-0657,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SICILIA,2,322,,,,,,,1,2,HUTB-001921,3,2.170710053,41.40112367,
09-2012-0036,9,SANT ANDREU,61,la Sagrera,Carrer,PORTUGAL,1,49,,,,,,,BJ,2,HUTB-002790,6,2.187271143,41.42480199,
02-2012-0444,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,87,,,,,,,EN,2,HUTB-003463,4,2.149035551,41.37766392,
02-2012-0589,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,1,131,,133,,,,,PR,4,HUTB-002845,5,2.151135154,41.38607052,
02-2012-0600,2,L'EIXAMPLE,10,Sant Antoni,Carrer,MUNTANER,1,13,,,,,,,4,2,HUTB-002393,4,2.161416398,41.38228832,
02-2012-0591,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SARDENYA,1,319,,,,,,,4,4,HUTB-001720,6,2.171378808,41.4020459,
10-2012-0269,10,SANT MARTI,66,el Parc i la Llacuna del Poblenou,Carrer,WELLINGTON,2,92,,,,,,,4,3,HUTB-001594,6,2.184283416,41.3908572,
06-2012-0047,6,GRACIA,31,la Vila de Gràcia,Travessera,GRACIA,2,98,B,,,,,,1,,HUTB-000540,8,2.152991988,41.39701378,
02-2012-0642,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,SICILIA,1,145,,,,,,,1,1,HUTB-001882,8,2.176785178,41.39625591,
02-2012-0466,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,2,380,,382,,,,,3,3,HUTB-002056,5,2.17142913,41.40275375,
02-2012-0467,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,2,380,,382,,,,,3,6,HUTB-002057,6,2.17142913,41.40275375,
02-2012-0468,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,2,380,,382,,,,,4,1,HUTB-002058,11,2.17142913,41.40275375,
02-2012-0509,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,2,380,,382,,,,,4,5,HUTB-002087,8,2.17142913,41.40275375,
02-2012-0658,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,2,136,,138,,,,A,3,2,HUTB-003241,7,2.153570705,41.38677826,
02-2012-0659,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SICILIA,2,322,,,,,,,2,1,HUTB-001920,3,2.170710053,41.40112367,
02-2012-0660,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SICILIA,2,322,,,,,,,2,2,HUTB-001919,3,2.170710053,41.40112367,
10-2012-0118,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDUSTRIA,1,201,,203,,,,,4,4,HUTB-000821,5,2.175740959,41.40967836,
06-2012-0246,6,GRACIA,31,la Vila de Gràcia,Carrer,CANO,1,3,,,,,,,BJ,3,HUTB-002944,4,2.156100564,41.39961446,
07-2012-0135,7,HORTA-GUINARDÓ,37,el Carmel,Carrer,CALDERON DE LA BARCA,2,112,,,,,,,4,1,HUTB-004123,7,2.155933822,41.41787073,
07-2012-0139,7,HORTA-GUINARDÓ,37,el Carmel,Carrer,CALDERON DE LA BARCA,2,112,,,,,,,5,1,HUTB-004124,4,2.155933822,41.41787073,
02-2012-0213,2,L'EIXAMPLE,5,el Fort Pienc,Gran Via,CORTS CATALANES,1,691,,,,,,,AT,2,HUTB-003604,7,2.176830183,41.39516161,
05-2012-0245,5,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,ARIBAU,2,228,,,,,,E,2,1,HUTB-003817,7,2.14943453,41.3933219,
02-2012-0603,2,L'EIXAMPLE,10,Sant Antoni,Carrer,MARQUES DE CAMPO SAGRADO,1,7,,,,,,,1,1,HUTB-000035,4,2.16251048,41.37383011,
02-2012-0708,2,L'EIXAMPLE,10,Sant Antoni,Carrer,PARLAMENT,2,50,,,,,,,EN,1,HUTB-002650,7,2.162691773,41.3753885,
05-2012-0253,5,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Travessera,GRACIA,1,51,,,,,,,1,2,HUTB-000582,10,2.148460365,41.39437308,
03-2012-0223,3,SANTS-MONTJUÏC,18,Sants,Carrer,TENOR MASINI,2,26,,,,,,,1,,HUTB-001847,9,2.131043335,41.37487738,
03-2012-0224,3,SANTS-MONTJUÏC,18,Sants,Carrer,TENOR MASINI,2,26,,,,,,,2,,HUTB-001850,9,2.131043335,41.37487738,
03-2012-0225,3,SANTS-MONTJUÏC,18,Sants,Carrer,TENOR MASINI,2,26,,,,,,,3,,HUTB-001849,9,2.131043335,41.37487738,
03-2012-0226,3,SANTS-MONTJUÏC,18,Sants,Carrer,TENOR MASINI,2,26,,,,,,,4,,HUTB-001848,5,2.131043335,41.37487738,
07-2012-0128,7,HORTA-GUINARDÓ,37,el Carmel,Carrer,CALDERON DE LA BARCA,2,112,,114,,,,,1,3,HUTB-002896,7,2.155933822,41.41787073,
07-2012-0129,7,HORTA-GUINARDÓ,37,el Carmel,Carrer,CALDERON DE LA BARCA,2,112,,114,,,,,2,1,HUTB-002897,7,2.155933822,41.41787073,
02-2012-0608,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ENAMORATS,2,76,,,,,,,5,3,HUTB-003104,4,2.180909831,41.40285606,
06-2012-0254,6,GRACIA,31,la Vila de Gràcia,Carrer,MONISTROL,2,8,,,,,,,5,2,HUTB-002369,4,2.161833794,41.39914514,
10-2012-0280,10,SANT MARTI,68,el Poblenou,Carrer,FERROCARRIL,1,27,,,,,,,1,5,HUTB-000179,6,2.205967248,41.39695923,
02-2012-0469,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,2,380,,382,,,,,4,2,HUTB-002059,6,2.17142913,41.40275375,
02-2012-0470,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,2,380,,382,,,,,4,3,HUTB-002081,5,2.17142913,41.40275375,
02-2012-0471,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,2,380,,382,,,,,4,4,HUTB-002082,6,2.17142913,41.40275375,
02-2012-0661,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SICILIA,2,322,,,,,,,3,1,HUTB-001918,4,2.170710053,41.40112367,
02-2012-0662,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SICILIA,2,322,,,,,,,3,2,HUTB-001917,4,2.170710053,41.40112367,
02-2012-0663,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SICILIA,2,322,,,,,,,4,1,HUTB-001916,4,2.170710053,41.40112367,
02-2012-0664,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SICILIA,2,322,,,,,,,4,2,HUTB-001915,4,2.170710053,41.40112367,
02-2012-0665,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SICILIA,2,322,,,,,,,AT,,HUTB-001914,4,2.170710053,41.40112367,
02-2012-0049,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,2,244,,,,,,B,3,C,HUTB-002827,9,2.156965466,41.39015853,
10-2012-0046,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Passeig,TAULAT,1,283,,,,,,,20,1,HUTB-001824,8,2.214817323,41.40615368,
10-2012-0041,10,SANT MARTI,68,el Poblenou,Carrer,BAC DE RODA,1,35,,,,,,,BJ,2,HUTB-003914,6,2.208018551,41.40158869,
10-2012-0042,10,SANT MARTI,68,el Poblenou,Carrer,BAC DE RODA,1,35,,,,,,,BJ,1,HUTB-003915,5,2.208018551,41.40158869,
07-2012-0130,7,HORTA-GUINARDÓ,37,el Carmel,Carrer,CALDERON DE LA BARCA,2,112,,114,,,,,2,2,HUTB-002898,4,2.155933822,41.41787073,
07-2012-0131,7,HORTA-GUINARDÓ,37,el Carmel,Carrer,CALDERON DE LA BARCA,2,112,,114,,,,,2,3,HUTB-002899,7,2.155933822,41.41787073,
07-2012-0132,7,HORTA-GUINARDÓ,37,el Carmel,Carrer,CALDERON DE LA BARCA,2,112,,114,,,,,3,1,HUTB-002900,7,2.155933822,41.41787073,
07-2012-0133,7,HORTA-GUINARDÓ,37,el Carmel,Carrer,CALDERON DE LA BARCA,2,112,,114,,,,,3,2,HUTB-002901,4,2.155933822,41.41787073,
07-2012-0134,7,HORTA-GUINARDÓ,37,el Carmel,Carrer,CALDERON DE LA BARCA,2,112,,114,,,,,3,3,HUTB-002902,7,2.155933822,41.41787073,
07-2012-0136,7,HORTA-GUINARDÓ,37,el Carmel,Carrer,CALDERON DE LA BARCA,2,112,,114,,,,,4,3,HUTB-002903,7,2.155933822,41.41787073,
07-2012-0138,7,HORTA-GUINARDÓ,37,el Carmel,Carrer,CALDERON DE LA BARCA,2,112,,114,,,,,5,2,HUTB-002904,4,2.155933822,41.41787073,
10-2012-0168,10,SANT MARTI,68,el Poblenou,Plaça,PRIM,1,3,,,,,,,2,3,HUTB-002809,4,2.205786819,41.39746145,
10-2012-0281,10,SANT MARTI,68,el Poblenou,Carrer,FERROCARRIL,1,27,,,,,,,1,6,HUTB-000180,5,2.205967248,41.39695923,
10-2012-0282,10,SANT MARTI,68,el Poblenou,Carrer,FERROCARRIL,1,27,,,,,,,1,7,HUTB-000181,10,2.205967248,41.39695923,
02-2012-0565,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Plaça,TETUAN,1,25,,,,,,,8,3,HUTB-001171,15,2.173902223,41.39380174,
03-2012-0177,3,SANTS-MONTJUÏC,17,Sants - Badal,Avinguda,MADRID,2,114,,,,,,,1,C,HUTB-001039,4,2.127354821,41.37699593,
04-2012-0130,4,LES CORTS,19,les Corts,Carrer,TAQUIGRAF GARRIGA,1,91,,99,,,,B,3,8,HUTB-001806,5,2.135691364,41.38685214,
10-2012-0159,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDUSTRIA,1,201,,203,,,,,1,1,HUTB-000819,6,2.175740959,41.40967836,
02-2012-0670,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,SARDENYA,2,160,,,,,,,4,3,HUTB-001709,8,2.182346725,41.39403467,
02-2012-0677,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,PROVENÇA,2,282,,284,,,,,3,4,HUTB-002828,7,2.159633777,41.39217709,
02-2012-0134,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,GAUDI,2,26,,28,,,,,EN,1,HUTB-000326,8,2.173460494,41.40477315,
02-2012-0135,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,GAUDI,2,26,,28,,,,,EN,2,HUTB-000327,7,2.173460494,41.40477315,
02-2012-0136,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,GAUDI,2,26,,28,,,,,5,1,HUTB-000328,8,2.173460494,41.40477315,
02-2012-0137,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,GAUDI,2,26,,28,,,,,5,2,HUTB-000329,9,2.173460494,41.40477315,
02-2012-0138,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,2,44,,,,,,,6,C,HUTB-000445,5,2.164875898,41.38987253,
02-2012-0711,2,L'EIXAMPLE,10,Sant Antoni,Ronda,SANT PAU,1,1,,,,,,,3,2,HUTB-002245,11,2.166184719,41.37347167,
02-2012-0472,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,2,380,,382,,,,,5,5,HUTB-002083,8,2.17142913,41.40275375,
02-2012-0473,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,2,380,,382,,,,,5,4,HUTB-002084,6,2.17142913,41.40275375,
02-2012-0474,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,2,380,,382,,,,,5,1,HUTB-002085,11,2.17142913,41.40275375,
02-2012-0476,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,2,380,,382,,,,,5,2,HUTB-002086,6,2.17142913,41.40275375,
02-2012-0477,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,2,380,,382,,,,,2,4,HUTB-002060,5,2.17142913,41.40275375,
02-2012-0513,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,ROCAFORT,1,159,,,,,,,4,2,HUTB-001948,4,2.148690505,41.37995835,
05-2012-0055,5,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Via,AUGUSTA,1,153,,,,,,,2,6,HUTB-003864,4,2.142537669,41.3971281,
06-2012-0250,6,GRACIA,31,la Vila de Gràcia,Carrer,SANT CRISTOFOL,2,12,,,,,,,2,2,HUTB-002186,8,2.153138067,41.39778721,
02-2012-0674,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,DIPUTACIO,1,167,,,,,,,1,1,HUTB-003209,12,2.158095272,41.38277743,
05-2012-0163,5,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,OSONA,1,1,,,,,,,BJ,,HUTB-002538,6,2.143180666,41.40584196,
01-2012-0186,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,FERRAN,1,7,,,,,,,1,2,HUTB-013112,4,2.173398634,41.37880625,
01-2012-0185,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,FERRAN,1,7,,,,,,,1,1,HUTB-013111,3,2.173398634,41.37880625,
