Column,host_id,host_name_x,num_host_listings,id,license,host_url,listing_url,host_about,host_name_y,latitude,longitude,minimum_nights,availability_365,last_review,neighbourhood,N_EXPEDIENT,CODI_DISTRICTE,neighbourhood_group,CODI_BARRI,BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,NUMERO_PLACES,LONGITUD_X,LATITUD_Y
7943,,,,,HUTB-002312,,,,,,,,,,,01-2013-0807,1,CIUTAT VELLA,4.0,Sant Pere Santa Caterina i la Ribera,Carrer,SANT PERE MITJA,2,62,,,,,,,1,A,3.0,2.1775864240000002,41.38707359
7944,,,,,HUTB-002313,,,,,,,,,,,01-2013-0808,1,CIUTAT VELLA,4.0,Sant Pere Santa Caterina i la Ribera,Carrer,SANT PERE MITJA,2,62,,,,,,,1,B,3.0,2.1775864240000002,41.38707359
7945,,,,,HUTB-002316,,,,,,,,,,,01-2013-0811,1,CIUTAT VELLA,4.0,Sant Pere Santa Caterina i la Ribera,Carrer,SANT PERE MITJA,2,62,,,,,,,3,A,3.0,2.1775864240000002,41.38707359
7946,,,,,HUTB-002318,,,,,,,,,,,01-2013-0813,1,CIUTAT VELLA,4.0,Sant Pere Santa Caterina i la Ribera,Carrer,SANT PERE MITJA,2,62,,,,,,,4,A,3.0,2.1775864240000002,41.38707359
7947,,,,,HUTB-002320,,,,,,,,,,,01-2013-0816,1,CIUTAT VELLA,4.0,Sant Pere Santa Caterina i la Ribera,Carrer,SANT PERE MITJA,2,62,,,,,,,5,A,3.0,2.1775864240000002,41.38707359
7948,,,,,HUTB-007116,,,,,,,,,,,02-2013-1991,2,L'EIXAMPLE,5.0,el Fort Pienc,Carrer,MARINA,1,177,,,,,,,1,2,7.0,2.179339133,41.39754657
7949,,,,,HUTB-008280,,,,,,,,,,,03-2014-0022,3,SANTS-MONTJUÏC,11.0,el Poble Sec,Carrer,CONCORDIA,1,59,,,,,,,SA,2,2.0,2.157310676,41.36993247
7950,,,,,HUTB-009547,,,,,,,,,,,02-2014-0795,2,L'EIXAMPLE,9.0,la Nova Esquerra de l'Eixample,Carrer,CONSELL DE CENT,2,78,,,,,,,EN,2,6.0,2.149230435,41.3775342
7951,,,,,HUTB-008271,,,,,,,,,,,02-2014-0099,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Carrer,CASP,1,19,,,,,,,AT,,2.0,2.169415397,41.3875096
7952,,,,,HUTB-008079,,,,,,,,,,,03-2013-0688,3,SANTS-MONTJUÏC,18.0,Sants,Carrer,MELCIOR DE PALAU,1,35,,,,,,,EN,1,4.0,2.130899667,41.37696343
7953,,,,,HUTB-007690,,,,,,,,,,,02-2013-1905,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Carrer,VALENCIA,1,317,,,,,,,3,4,5.0,2.167111123,41.39467658
7954,,,,,HUTB-007691,,,,,,,,,,,02-2013-1907,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Carrer,VALENCIA,1,317,,,,,,,2,4,5.0,2.167111123,41.39467658
7955,,,,,HUTB-007692,,,,,,,,,,,02-2013-1908,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Carrer,VALENCIA,1,317,,,,,,,1,4,8.0,2.167111123,41.39467658
7956,,,,,HUTB-008194,,,,,,,,,,,02-2013-2402,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Plaça,TETUAN,2,8,,,,,,,1,1,7.0,2.174216753,41.39237962
7957,,,,,HUTB-008195,,,,,,,,,,,02-2013-2403,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Plaça,TETUAN,2,8,,,,,,,1,2,10.0,2.174216753,41.39237962
7958,,,,,HUTB-008184,,,,,,,,,,,02-2013-2404,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Plaça,TETUAN,2,8,,,,,,,2,1,7.0,2.174216753,41.39237962
7959,,,,,HUTB-008764,,,,,,,,,,,02-2014-0293,2,L'EIXAMPLE,8.0,l'Antiga Esquerra de l'Eixample,Gran Via,CORTS CATALANES,1,555,,,,,,,4,,13.0,2.159309443,41.38199371
7960,,,,,HUTB-007636,,,,,,,,,,,10-2013-0468,10,SANT MARTI,66.0,el Parc i la Llacuna del Poblenou,Carrer,PUJADES,1,19,,,,,,,1,1,8.0,2.187472384,41.39103406
7961,,,,,HUTB-006717,,,,,,,,,,,10-2013-0477,10,SANT MARTI,68.0,el Poblenou,Passeig,CALVELL,1,45,,,,,,D,1,3,5.0,2.206498149,41.39706816
7962,,,,,HUTB-006718,,,,,,,,,,,10-2013-0478,10,SANT MARTI,68.0,el Poblenou,Passeig,CALVELL,1,45,,,,,,D,4,3,5.0,2.206498149,41.39706816
7963,,,,,HUTB-006727,,,,,,,,,,,10-2013-0481,10,SANT MARTI,68.0,el Poblenou,Passeig,CALVELL,1,45,,,,,,D,5,1,4.0,2.206498149,41.39706816
7964,,,,,HUTB-006716,,,,,,,,,,,10-2013-0482,10,SANT MARTI,68.0,el Poblenou,Passeig,CALVELL,1,45,D,,,,,5,1,1,4.0,2.206498149,41.39706816
7965,,,,,HUTB-007625,,,,,,,,,,,02-2013-1175,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,INDUSTRIA,2,140,,,,,,,3,2,7.0,2.172573183,41.40700973
7966,,,,,HUTB-006917,,,,,,,,,,,02-2013-1253,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,SARDENYA,2,302,,,,,,,2,2,8.0,2.1739024380000003,41.40042114
7967,,,,,HUTB-006916,,,,,,,,,,,02-2013-1254,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,SARDENYA,2,302,,,,,,,3,1,8.0,2.1739024380000003,41.40042114
7968,,,,,HUTB-006952,,,,,,,,,,,10-2013-0519,10,SANT MARTI,69.0,Diagonal Mar i el Front Marítim del Poblenou,Carrer,PROVENÇALS,1,3,,,,,,,5,3,13.0,2.211876293,41.40213946
7969,,,,,HUTB-006601,,,,,,,,,,,03-2013-0364,3,SANTS-MONTJUÏC,15.0,Hostafrancs,Gran Via,CORTS CATALANES,1,263,,,,,,,6,2,5.0,2.142258125,41.36917496
7970,,,,,HUTB-037107,,,,,,,,,,,10-2013-0501,10,SANT MARTI,68.0,el Poblenou,Carrer,PALLARS,1,171,,,,,,,1,2,6.0,2.195121078,41.39827789
7971,,,,,HUTB-006966,,,,,,,,,,,06-2013-0411,6,GRACIA,31.0,la Vila de Gràcia,Carrer,MILA I FONTANALS,1,55,,,,,,,PR,2,5.0,2.15982809,41.40056843
7972,,,,,HUTB-006967,,,,,,,,,,,06-2013-0412,6,GRACIA,31.0,la Vila de Gràcia,Carrer,MILA I FONTANALS,1,55,,,,,,,1,1,5.0,2.15982809,41.40056843
7973,,,,,HUTB-006970,,,,,,,,,,,06-2013-0413,6,GRACIA,31.0,la Vila de Gràcia,Carrer,MILA I FONTANALS,1,55,,,,,,,1,2,5.0,2.15982809,41.40056843
7974,,,,,HUTB-006971,,,,,,,,,,,06-2013-0414,6,GRACIA,31.0,la Vila de Gràcia,Carrer,MILA I FONTANALS,1,55,,,,,,,2,1,5.0,2.15982809,41.40056843
7975,,,,,HUTB-006972,,,,,,,,,,,06-2013-0415,6,GRACIA,31.0,la Vila de Gràcia,Carrer,MILA I FONTANALS,1,55,,,,,,,2,2,6.0,2.15982809,41.40056843
7976,,,,,HUTB-006973,,,,,,,,,,,06-2013-0416,6,GRACIA,31.0,la Vila de Gràcia,Carrer,MILA I FONTANALS,1,55,,,,,,,3,1,5.0,2.15982809,41.40056843
7977,,,,,HUTB-006974,,,,,,,,,,,06-2013-0417,6,GRACIA,31.0,la Vila de Gràcia,Carrer,MILA I FONTANALS,1,55,,,,,,,3,2,5.0,2.15982809,41.40056843
7978,,,,,HUTB-006975,,,,,,,,,,,06-2013-0418,6,GRACIA,31.0,la Vila de Gràcia,Carrer,MILA I FONTANALS,1,55,,,,,,,4,1,5.0,2.15982809,41.40056843
7979,,,,,HUTB-007007,,,,,,,,,,,06-2013-0419,6,GRACIA,31.0,la Vila de Gràcia,Carrer,MILA I FONTANALS,1,55,,,,,,,4,2,5.0,2.15982809,41.40056843
7980,,,,,HUTB-007008,,,,,,,,,,,06-2013-0420,6,GRACIA,31.0,la Vila de Gràcia,Carrer,MILA I FONTANALS,1,55,,,,,,,5,,5.0,2.15982809,41.40056843
7981,,,,,HUTB-007025,,,,,,,,,,,10-2013-0527,10,SANT MARTI,68.0,el Poblenou,Carrer,RAMON TURRO,2,184,,,,,,,1,1,6.0,2.199871882,41.39643445
7982,,,,,HUTB-007026,,,,,,,,,,,05-2013-0383,5,SARRIA-SANT GERVASI,26.0,Sant Gervasi - Galvany,Carrer,MARIA CUBI,2,92,,,,,,,2,4,8.0,2.146275623,41.39513202
7983,,,,,HUTB-006977,,,,,,,,,,,02-2013-1335,2,L'EIXAMPLE,9.0,la Nova Esquerra de l'Eixample,Carrer,LONDRES,1,17,,,,,,,3,2,5.0,2.143197651,41.38689241
7984,,,,,HUTB-006860,,,,,,,,,,,02-2013-1187,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,CONSELL DE CENT,1,545,,,,,,,3,2,5.0,2.180537431,41.40134228
7985,,,,,HUTB-006859,,,,,,,,,,,02-2013-1188,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,CONSELL DE CENT,1,545,,,,,,,2,3,5.0,2.180537431,41.40134228
7986,,,,,HUTB-006603,,,,,,,,,,,06-2013-0346,6,GRACIA,32.0,el Camp d'en Grassot i Gràcia Nova,Passatge,NOGUES,1,61,,,,,,,1,,11.0,2.164063341,41.40707464
7987,,,,,HUTB-006982,,,,,,,,,,,02-2013-1322,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,DOS DE MAIG,1,327,,329.0,,,,,1,1,11.0,2.174681806,41.40980289
7988,,,,,HUTB-006983,,,,,,,,,,,02-2013-1324,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,DOS DE MAIG,1,327,,329.0,,,,,1,3,10.0,2.174681806,41.40980289
7989,,,,,HUTB-006998,,,,,,,,,,,06-2013-0431,6,GRACIA,31.0,la Vila de Gràcia,Carrer,CANO,1,3,,,,,,,1,3,4.0,2.156100564,41.39961446
7990,,,,,HUTB-006728,,,,,,,,,,,06-2013-0371,6,GRACIA,31.0,la Vila de Gràcia,Carrer,RIERA DE SANT MIQUEL,1,29,,,,,,,2,2,5.0,2.1555308909999997,41.39593692
7991,,,,,HUTB-006844,,,,,,,,,,,03-2013-0406,3,SANTS-MONTJUÏC,13.0,la Marina de Port,Carrer,SEGURA,1,17,,,,,,,1,1,6.0,2.140431982,41.36361664
7992,,,,,HUTB-006867,,,,,,,,,,,02-2013-1189,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,CONSELL DE CENT,1,545,,,,,,,2,2,5.0,2.180537431,41.40134228
7993,,,,,HUTB-006873,,,,,,,,,,,02-2013-1191,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,CONSELL DE CENT,1,545,,,,,,,2,1,5.0,2.180537431,41.40134228
7994,,,,,HUTB-006872,,,,,,,,,,,02-2013-1192,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,CONSELL DE CENT,1,545,,,,,,,5,2,5.0,2.180537431,41.40134228
7995,,,,,HUTB-006870,,,,,,,,,,,02-2013-1193,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,CONSELL DE CENT,1,545,,,,,,,4,4,5.0,2.180537431,41.40134228
7996,,,,,HUTB-006869,,,,,,,,,,,02-2013-1194,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,CONSELL DE CENT,1,545,,,,,,,2,4,5.0,2.180537431,41.40134228
7997,,,,,HUTB-006874,,,,,,,,,,,02-2013-1195,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,CONSELL DE CENT,1,545,,,,,,,7,4,5.0,2.180537431,41.40134228
7998,,,,,HUTB-006866,,,,,,,,,,,02-2013-1196,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,CONSELL DE CENT,1,545,,,,,,,3,1,5.0,2.180537431,41.40134228
7999,,,,,HUTB-006865,,,,,,,,,,,02-2013-1197,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,CONSELL DE CENT,1,545,,,,,,,6,4,5.0,2.180537431,41.40134228
8000,,,,,HUTB-006863,,,,,,,,,,,02-2013-1198,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,CONSELL DE CENT,1,545,,,,,,,5,4,5.0,2.180537431,41.40134228
8001,,,,,HUTB-006801,,,,,,,,,,,03-2013-0393,3,SANTS-MONTJUÏC,11.0,el Poble Sec,Carrer,MARE DE DEU DEL REMEI,1,23,,,,,,,2,1,6.0,2.1567642119999997,41.37110954
8002,,,,,HUTB-006604,,,,,,,,,,,06-2013-0344,6,GRACIA,32.0,el Camp d'en Grassot i Gràcia Nova,Carrer,INDUSTRIA,1,87,,,,,,,5,1,7.0,2.168368196,41.404137
8003,,,,,HUTB-006806,,,,,,,,,,,06-2013-0377,6,GRACIA,31.0,la Vila de Gràcia,Carrer,MOZART,1,5,,,,,,,3,1,7.0,2.157446156,41.3971409
8004,,,,,HUTB-006948,,,,,,,,,,,02-2013-1257,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,MALLORCA,2,468,,,,,,,4,,6.0,2.1775537209999998,41.40393204
8005,,,,,HUTB-006961,,,,,,,,,,,02-2013-1279,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,VALENCIA,1,383,,,,,,,4,1,6.0,2.172646155,41.39883349
8006,,,,,HUTB-006807,,,,,,,,,,,06-2013-0378,6,GRACIA,31.0,la Vila de Gràcia,Carrer,JOAN BLANQUES,1,67,,69.0,,,,,3,1,5.0,2.157760975,41.40487203
8007,,,,,HUTB-006808,,,,,,,,,,,06-2013-0379,6,GRACIA,31.0,la Vila de Gràcia,Carrer,JOAN BLANQUES,1,67,,69.0,,,,,3,2,5.0,2.157760975,41.40487203
8008,,,,,HUTB-006809,,,,,,,,,,,06-2013-0380,6,GRACIA,31.0,la Vila de Gràcia,Carrer,JOAN BLANQUES,1,67,,69.0,,,,,3,3,5.0,2.157760975,41.40487203
8009,,,,,HUTB-006810,,,,,,,,,,,06-2013-0381,6,GRACIA,31.0,la Vila de Gràcia,Carrer,JOAN BLANQUES,1,67,,69.0,,,,,EN,1,5.0,2.157760975,41.40487203
8010,,,,,HUTB-006811,,,,,,,,,,,06-2013-0382,6,GRACIA,31.0,la Vila de Gràcia,Carrer,JOAN BLANQUES,1,67,,69.0,,,,,AT,2,5.0,2.157760975,41.40487203
8011,,,,,HUTB-006812,,,,,,,,,,,06-2013-0384,6,GRACIA,31.0,la Vila de Gràcia,Carrer,JOAN BLANQUES,1,67,,69.0,,,,,EN,2,5.0,2.157760975,41.40487203
8012,,,,,HUTB-006813,,,,,,,,,,,06-2013-0385,6,GRACIA,31.0,la Vila de Gràcia,Carrer,JOAN BLANQUES,1,67,,69.0,,,,,EN,3,5.0,2.157760975,41.40487203
8013,,,,,HUTB-006814,,,,,,,,,,,06-2013-0386,6,GRACIA,31.0,la Vila de Gràcia,Carrer,JOAN BLANQUES,1,67,,69.0,,,,,1,2,5.0,2.157760975,41.40487203
8014,,,,,HUTB-006815,,,,,,,,,,,06-2013-0387,6,GRACIA,31.0,la Vila de Gràcia,Carrer,JOAN BLANQUES,1,67,,69.0,,,,,1,3,5.0,2.157760975,41.40487203
8015,,,,,HUTB-006640,,,,,,,,,,,02-2013-1133,2,L'EIXAMPLE,8.0,l'Antiga Esquerra de l'Eixample,Carrer,COMTE D'URGELL,2,214,,,,,,,PR,,11.0,2.149041413,41.38684638
8016,,,,,HUTB-006906,,,,,,,,,,,02-2013-1343,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Carrer,FONTANELLA,1,13,,,,,,,PR,2,5.0,2.1711000069999997,41.3861516
8017,,,,,HUTB-006937,,,,,,,,,,,02-2013-1237,2,L'EIXAMPLE,8.0,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,2,148,,,,,,2,4,2,8.0,2.152850746,41.38752385
8018,,,,,HUTB-006561,,,,,,,,,,,02-2013-1067,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,PADILLA,1,305,,,,,,,7,2,6.0,2.172766219,41.40622629
8019,,,,,HUTB-006997,,,,,,,,,,,02-2013-1319,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,DOS DE MAIG,1,327,,329.0,,,,,2,2,10.0,2.174681806,41.40980289
8020,,,,,HUTB-006995,,,,,,,,,,,02-2013-1321,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,DOS DE MAIG,1,327,,329.0,,,,,2,3,10.0,2.174681806,41.40980289
8021,,,,,HUTB-006994,,,,,,,,,,,02-2013-1325,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,DOS DE MAIG,1,327,,329.0,,,,,2,4,6.0,2.174681806,41.40980289
8022,,,,,HUTB-006888,,,,,,,,,,,04-2013-0225,4,LES CORTS,19.0,les Corts,Carrer,GALILEU,2,316,,,,,,,1,6,6.0,2.130436031,41.3837011
8023,,,,,HUTB-006885,,,,,,,,,,,04-2013-0226,4,LES CORTS,19.0,les Corts,Carrer,GALILEU,2,316,,,,,,,SA,2,6.0,2.130436031,41.3837011
8024,,,,,HUTB-006883,,,,,,,,,,,04-2013-0228,4,LES CORTS,19.0,les Corts,Carrer,GALILEU,2,316,,,,,,,EN,3,5.0,2.130436031,41.3837011
8025,,,,,HUTB-006881,,,,,,,,,,,04-2013-0230,4,LES CORTS,19.0,les Corts,Carrer,GALILEU,2,316,,,,,,,4,6,7.0,2.130436031,41.3837011
8026,,,,,HUTB-006879,,,,,,,,,,,04-2013-0232,4,LES CORTS,19.0,les Corts,Carrer,GALILEU,2,316,,,,,,,3,6,4.0,2.130436031,41.3837011
8027,,,,,HUTB-006878,,,,,,,,,,,04-2013-0233,4,LES CORTS,19.0,les Corts,Carrer,GALILEU,2,316,,,,,,,2,5,6.0,2.130436031,41.3837011
8028,,,,,HUTB-006519,,,,,,,,,,,03-2013-0356,3,SANTS-MONTJUÏC,17.0,Sants - Badal,Carrer,SUGRANYES,2,94,,,,,,,2,,6.0,2.12901521,41.36999806
8029,,,,,HUTB-007634,,,,,,,,,,,10-2013-0467,10,SANT MARTI,,el Poblenou,Passatge,PIQUER,1,29,,37.0,,,,,,37,11.0,2.20676702,41.40025623
8030,,,,,HUTB-002966,,,,,,,,,,,01-2013-0436,1,CIUTAT VELLA,1.0,el Raval,Carrer,CARME,2,10,,,,,,,3,1,4.0,2.169945817,41.38088211
8031,,,,,HUTB-002967,,,,,,,,,,,01-2013-0437,1,CIUTAT VELLA,1.0,el Raval,Carrer,CARME,2,10,,,,,,,3,2,4.0,2.169945817,41.38088211
8032,,,,,HUTB-002968,,,,,,,,,,,01-2013-0438,1,CIUTAT VELLA,1.0,el Raval,Carrer,CARME,2,10,,,,,,,3,3,5.0,2.169945817,41.38088211
8033,,,,,HUTB-002969,,,,,,,,,,,01-2013-0439,1,CIUTAT VELLA,1.0,el Raval,Carrer,CARME,2,10,,,,,,,3,4,4.0,2.169945817,41.38088211
8034,,,,,HUTB-006481,,,,,,,,,,,02-2013-1065,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,CARTAGENA,1,269,,,,,,,6,3,6.0,2.1758774130000003,41.40716881
8035,,,,,HUTB-006877,,,,,,,,,,,04-2013-0234,4,LES CORTS,19.0,les Corts,Carrer,GALILEU,2,316,,,,,,,1,2,6.0,2.130436031,41.3837011
8036,,,,,HUTB-006875,,,,,,,,,,,04-2013-0235,4,LES CORTS,19.0,les Corts,Carrer,GALILEU,2,316,,,,,,,4,2,8.0,2.130436031,41.3837011
8037,,,,,HUTB-007009,,,,,,,,,,,10-2013-0523,10,SANT MARTI,66.0,el Parc i la Llacuna del Poblenou,Carrer,BUENAVENTURA MUÑOZ,2,16,,,,,,E,2,2,6.0,2.18323446,41.38928498
8038,,,,,HUTB-007001,,,,,,,,,,,02-2013-1205,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,1,343,,,,,,,PR,1A,2.0,2.163902142,41.38885875
8039,,,,,HUTB-007002,,,,,,,,,,,02-2013-1206,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,1,343,,,,,,,PR,1B,5.0,2.163902142,41.38885875
8040,,,,,HUTB-007000,,,,,,,,,,,02-2013-1207,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,1,343,,,,,,,PR,2A,2.0,2.163902142,41.38885875
8041,,,,,HUTB-006894,,,,,,,,,,,02-2013-1208,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,1,343,,,,,,,PR,2B,5.0,2.163902142,41.38885875
8042,,,,,HUTB-006744,,,,,,,,,,,02-2013-1214,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Passeig,SANT JOAN,2,128,,,,,,,5,1,7.0,2.166882051,41.39908312
8043,,,,,HUTB-006993,,,,,,,,,,,02-2013-1327,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,LEPANT,2,364,,,,,,,EN,3,9.0,2.170293253,41.40671137
8044,,,,,HUTB-006400,,,,,,,,,,,02-2013-1048,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Carrer,VALENCIA,2,288,,,,,,,5,2,17.0,2.163837902,41.39193243
8045,,,,,HUTB-006637,,,,,,,,,,,02-2013-1134,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Carrer,ARAGO,2,284,B,,,,,,6,1D,5.0,2.164810856,41.39089567
8046,,,,,HUTB-006638,,,,,,,,,,,02-2013-1135,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Carrer,ARAGO,2,284,B,,,,,,5,1I,5.0,2.164810856,41.39089567
8047,,,,,HUTB-006571,,,,,,,,,,,02-2013-1088,2,L'EIXAMPLE,10.0,Sant Antoni,Carrer,MUNTANER,1,7,,,,,,,3,2B,4.0,2.161808251,41.38199327
8048,,,,,HUTB-006295,,,,,,,,,,,06-2013-0308,6,GRACIA,31.0,la Vila de Gràcia,Carrer,DOCTOR RIZAL,2,2,,,,,2,A,BJ,1,6.0,2.155266923,41.39596378
8049,,,,,HUTB-006745,,,,,,,,,,,10-2013-0494,10,SANT MARTI,65.0,el Clot,Carrer,ARAGO,2,604,,,,,,,EN,2,4.0,2.18677696,41.40729721
8050,,,,,HUTB-006747,,,,,,,,,,,10-2013-0496,10,SANT MARTI,65.0,el Clot,Carrer,ARAGO,2,604,,,,,,,EN,4,6.0,2.18677696,41.40729721
8051,,,,,HUTB-006600,,,,,,,,,,,04-2013-0211,4,LES CORTS,19.0,les Corts,Carrer,REMEI,2,2,,8.0,,,,B,AT,2,2.0,2.130664072,41.38483947
8052,,,,,HUTB-006630,,,,,,,,,,,06-2013-0347,6,GRACIA,32.0,el Camp d'en Grassot i Gràcia Nova,Carrer,CA L'ALEGRE DE DALT,2,18,,,,,,,1,1,5.0,2.161466507,41.40593248
8053,,,,,HUTB-006619,,,,,,,,,,,06-2013-0348,6,GRACIA,32.0,el Camp d'en Grassot i Gràcia Nova,Carrer,CA L'ALEGRE DE DALT,2,18,,,,,,,3,2,5.0,2.161466507,41.40593248
8054,,,,,HUTB-006904,,,,,,,,,,,02-2013-1341,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Rambla,CATALUNYA,2,42,,,,,,,SA,1,5.0,2.163861427,41.38832019
8055,,,,,HUTB-006910,,,,,,,,,,,02-2013-1342,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Rambla,CATALUNYA,1,45,,,,,,,1,1,7.0,2.163100161,41.38848176
8056,,,,,HUTB-006915,,,,,,,,,,,10-2013-0541,10,SANT MARTI,67.0,la Vila Olímpica del Poblenou,Plaça,TIRANT LO BLANC,2,8,,,,,,,5,2,4.0,2.199955126,41.39131503
8057,,,,,HUTB-006633,,,,,,,,,,,02-2013-1131,2,L'EIXAMPLE,9.0,la Nova Esquerra de l'Eixample,Carrer,ROSSELLO,2,20,,,,,,,3,3,6.0,2.144526007,41.38248659
8058,,,,,HUTB-006914,,,,,,,,,,,02-2013-1340,2,L'EIXAMPLE,10.0,Sant Antoni,Carrer,VILAMARI,1,29,,,,,,,2,1,10.0,2.151433812,41.37448281
8059,,,,,HUTB-002532,,,,,,,,,,,01-2013-0859,1,CIUTAT VELLA,4.0,Sant Pere Santa Caterina i la Ribera,Plaça,OLLES,1,1,,,,,,,PR,,11.0,2.181964819,41.38169278
8060,,,,,HUTB-000382,,,,,,,,,,,02-2014-0266,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Carrer,GIRONA,1,101,,,,,,,EN,3,3.0,2.167903732,41.39443241
8061,,,,,HUTB-008598,,,,,,,,,,,07-2014-0039,7,HORTA-GUINARDÓ,35.0,el Guinardó,Passatge,FLAUGIER,1,19,,,,,,,3,1,7.0,2.176307965,41.41321963
8062,,,,,HUTB-006960,,,,,,,,,,,02-2013-1264,2,L'EIXAMPLE,10.0,Sant Antoni,Carrer,TAMARIT,1,161,,,,,,,3,,8.0,2.159473713,41.376650899999994
8063,,,,,HUTB-006629,,,,,,,,,,,05-2013-0354,5,SARRIA-SANT GERVASI,24.0,les Tres Torres,Ronda,GENERAL MITRE,1,7,,,,,,,5,2,5.0,2.1299216619999997,41.39135595
8064,,,,,HUTB-006816,,,,,,,,,,,03-2013-0396,3,SANTS-MONTJUÏC,18.0,Sants,Avinguda,JOSEP TARRADELLAS,1,47,,,,,,,1,1,9.0,2.141028164,41.38221027
8065,,,,,HUTB-006732,,,,,,,,,,,10-2013-0489,10,SANT MARTI,71.0,Provençals del Poblenou,Avinguda,DIAGONAL,2,160,,,,,,,3,4,7.0,2.195429644,41.40411045
8066,,,,,HUTB-006493,,,,,,,,,,,02-2013-1006,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Carrer,VALENCIA,1,261,,,,,,,1,1,16.0,2.163513536,41.39196953
8067,,,,,HUTB-006308,,,,,,,,,,,07-2013-0144,7,HORTA-GUINARDÓ,33.0,el Baix Guinardó,Carrer,BERGNES DE LAS CASAS,2,22,,,,,,,BJ,,3.0,2.168800989,41.40859506
8068,,,,,HUTB-006748,,,,,,,,,,,10-2013-0495,10,SANT MARTI,65.0,el Clot,Carrer,ARAGO,2,604,,,,,,,EN,3,5.0,2.18677696,41.40729721
8069,,,,,HUTB-006749,,,,,,,,,,,10-2013-0498,10,SANT MARTI,65.0,el Clot,Carrer,ARAGO,2,604,,,,,,,EN,1,8.0,2.18677696,41.40729721
8070,,,,,HUTB-008967,,,,,,,,,,,02-2013-1167,2,L'EIXAMPLE,9.0,la Nova Esquerra de l'Eixample,Carrer,ARAGO,1,39,,,,,,,3,1,7.0,2.146855552,41.37772096
8071,,,,,HUTB-006935,,,,,,,,,,,02-2013-1331,2,L'EIXAMPLE,5.0,el Fort Pienc,Passeig,SANT JOAN,2,6,,,,,,,4,2,12.0,2.17884742,41.39005041
8072,,,,,HUTB-006368,,,,,,,,,,,06-2013-0319,6,GRACIA,31.0,la Vila de Gràcia,Carrer,ASTURIES,2,36,,,,,,,2,,5.0,2.1535939440000003,41.4016963
8073,,,,,HUTB-006944,,,,,,,,,,,03-2013-0412,3,SANTS-MONTJUÏC,18.0,Sants,Carrer,ESPANYA INDUSTRIAL,1,9,,,,,,,PR,,10.0,2.1392846690000002,41.37397397
8074,,,,,HUTB-006943,,,,,,,,,,,03-2013-0413,3,SANTS-MONTJUÏC,18.0,Sants,Carrer,ESPANYA INDUSTRIAL,1,9,,,,,,,1,,8.0,2.1392846690000002,41.37397397
